2015/06/05	代码	名称	最新	市盈率	涨幅	总额	换手率	销售毛利率	每股净资产	净利润同比	主营收入同比	连涨日子	连涨涨幅	连涨上市	涨停降幅	涨停位置	小幅个数	备忘	报告期	主营收入同比	A股	行业	市盈率	净利润同比	主营收入同比	400组振幅	外盘	30组涨幅	30日子	量比	均价	委比	委差	成交笔数	成交方向	总市值	流通市值
2124	'002641'	永高股份		115.83①				26.784	2.538	37.040	11.030	50.000							20150331一季报	11.030	68418	石油化工	115.83①	37.040	11.030						13.90					1200960	951010
2125	'002642'	荣之联  		1175.30①				36.126	6.245	-48.110	-14.120	409.000							20150331一季报	-14.120	16756	信息技术	1175.30①	-48.110	-14.120						77.10					3081140	1291871
2126	'002643'	万润股份		90.25①				33.072	6.909	39.070	34.910								20150331一季报	34.910	26775	石油化工	90.25①	39.070	34.910						28.88					981548	773268
2127	'002644'	佛慈制药		376.07①				25.710	5.874	15.620	-26.830	17.000							20150331一季报	-26.830	17772	生物医药	376.07①	15.620	-26.830						52.80					1078508	938340
2128	'002645'	华宏科技		276.39①				23.363	4.406	-43.980	-23.800								20150331一季报	-23.800	4287	机械仪表	276.39①	-43.980	-23.800						17.91					279410	76778
2129	'002646'	青青稞酒		18.63①				65.876	5.300	4.480	1.930								20150331一季报	1.930	45000	食品饮料	18.63①	4.480	1.930						26.54					1194300	1194300
2130	'002647'	宏磊股份		553.13①				1.968	4.523	180.220	-3.900	78.000							20150331一季报	-3.900	9163	机械仪表	553.13①	180.220	-3.900						35.40					777324	324362
2131	'002648'	卫星石化		-21.76①				-15.458	4.228	-263.470	13.160								20150331一季报	13.160	80000	石油化工	-21.76①	-263.470	13.160						15.67					1261571	1253600
2132	'002649'	博彦科技		44.22①				33.172	9.452	212.410	27.360								20150331一季报	27.360	16358	信息技术	44.22①	212.410	27.360						80.00					1341600	1308619
2133	'002650'	加加食品	21.22	44.21①	-1.76%	38518	3.99%	30.836	3.892	20.150	8.090								20150331一季报	8.090	45043	食品饮料	44.21①	20.150	8.090		81366			0.73	21.41	-14.80%	-361	15095	-	977818	955817
2134	'002651'	利君股份		124.25①				40.590	4.773	-54.110	-39.540								20150331一季报	-39.540	13280	机械仪表	124.25①	-54.110	-39.540						49.70					1992970	660016
2135	'002652'	扬子新材		200.00①				8.872	1.830	-3.340	17.130								20150331一季报	17.130	23299	金属材料	200.00①	-3.340	17.130						16.00					512064	372778
2136	'002653'	海思科  		90.69①				71.712	1.843	22.470	7.020								20150331一季报	7.020	43962	生物医药	90.69①	22.470	7.020						32.65					3527082	1435375
2137	'002654'	万润科技		759.25①				28.251	3.130	-76.870	9.630								20150331一季报	9.630	12118	电子	759.25①	-76.870	9.630						30.37					735136	368027
2138	'002655'	共达电声		387.25①				25.454	1.726	14.860	1.190								20150331一季报	1.190	36000	电子	387.25①	14.860	1.190						15.49					557640	557640
2139	'002656'	卡奴迪路		62.61①				58.662	6.074	-60.750	-0.690								20150331一季报	-0.690	16006	商业贸易	62.61①	-60.750	-0.690						17.53					350600	280590
2140	'002657'	中科金财		626.46①				31.750	4.766	361.330	-20.090	17.000							20150331一季报	-20.090	16539		626.46①	361.330	-20.090						150.35					4765781	2486646
2141	'002658'	雪迪龙  		133.42①				46.835	2.214	45.800	64.420								20150331一季报	64.420	28436	石油化工	133.42①	45.800	64.420						25.83					1562406	734501
2142	'002659'	中泰桥梁		-486.50①				4.777	1.924	67.180	-22.720	2.000							20150331一季报	-22.720	31100		-486.50①	67.180	-22.720						19.46					605206	605206
2143	'002660'	茂硕电源		-37.46①				9.595	3.034	-2501.150	-34.610	0.000							20150331一季报	-34.610	22520	造纸印刷	-37.46①	-2501.150	-34.610						10.49					290931	236235
2144	'002661'	克明面业		46.03①				22.529	8.416	-7.630	11.700								20150331一季报	11.700	8222	纺织服装	46.03①	-7.630	11.700						51.70					444103	425064
2145	'002662'	京威股份		32.39①				32.091	5.649	53.480	78.190								20150331一季报	78.190	38849	造纸印刷	32.39①	53.480	78.190						18.14					1360500	704727
2146	'002663'	普邦园林		212.50①				22.907	2.234	-14.580	-10.460	52.000							20150331一季报	-10.460	79890		212.50①	-14.580	-10.460						14.79					2383446	1181567
2147	'002664'	信质电机		128.60①				24.127	3.288	1.130	8.120								20150331一季报	8.120	33824	造纸印刷	128.60①	1.130	8.120						42.18					1687284	1426702
2148	'002665'	首航节能		680.00①				37.341	3.541	193.650	1585.580								20150331一季报	1585.580	58043	造纸印刷	680.00①	193.650	1585.580						28.56					2085017	1657694
2149	'002666'	德联集团		71.38①				20.315	6.751	20.400	28.140								20150331一季报	28.140	11463	木材家具	71.38①	20.400	28.140						28.55					1076805	327258
2150	'002667'	鞍重股份		162.74①				47.751	5.618	-25.190	-2.620								20150331一季报	-2.620	8594	造纸印刷	162.74①	-25.190	-2.620						47.65					647849	409516
2151	'002668'	奥马电器		39.38①				23.415	9.063	-26.200	-8.800								20150331一季报	-8.800	16535	造纸印刷	39.38①	-26.200	-8.800						26.78					442807	442807
2152	'002669'	康达新材		37.02①				35.067	3.192	263.160	123.150								20150331一季报	123.150	14068	木材家具	37.02①	263.160	123.150						22.21					444200	312443
2153	'002670'	华声股份		74.09①				13.434	3.795	-45.330	-24.440								20150331一季报	-24.440	19783	造纸印刷	74.09①	-45.330	-24.440						18.70					374000	369947
2154	'002671'	龙泉股份		-68.35①				19.241	3.232	-346.130	-66.830								20150331一季报	-66.830	31455	造纸印刷	-68.35①	-346.130	-66.830						13.67					606532	429992
2155	'002672'	东江环保		90.80①				30.894	7.241	28.680	35.420	27.000							20150331一季报	35.420	17143		90.80①	28.680	35.420						75.76					2634985	1298744
2156	'002673'	西部证券		48.66①				63.003	7.698	553.020	286.300	119.000							20150331一季报	286.300	115000		48.66①	553.020	286.300						72.01					10065449	8281151
2157	'002674'	兴业科技		446.18①				8.773	6.662	-88.680	7.210								20150331一季报	7.210	24057	纺织服装	446.18①	-88.680	7.210						23.38					566914	562457
2158	'002675'	东诚药业		119.38①				33.093	6.603	-2.360	-12.070	21.000							20150331一季报	-12.070	11869	木材家具	119.38①	-2.360	-12.070						65.80					1137024	780993
2159	'002676'	顺威股份		168.94①				17.586	6.708	-45.970	-9.180								20150331一季报	-9.180	15862	木材家具	168.94①	-45.970	-9.180						27.03					432480	428760
2160	'002677'	浙江美大		180.51①				52.716	2.283	11.840	4.610								20150331一季报	4.610	10000	造纸印刷	180.51①	11.840	4.610						45.85					1834000	458500
2161	'002678'	珠江钢琴		106.35①				31.074	1.971	-6.900	0.550								20150331一季报	0.550	95340	木材家具	106.35①	-6.900	0.550						21.27					2033412	2027884
2162	'002679'	福建金森		-66.61①				61.934	4.903	-54.110	-25.000	174.000							20150331一季报	-25.000	13868		-66.61①	-54.110	-25.000						37.30					517276	517276
2163	'002680'	黄海机械		892.50①				28.323	8.894	-88.390	-63.550								20150331一季报	-63.550	3905	造纸印刷	892.50①	-88.390	-63.550						35.70					285600	139409
2164	'002681'	奋达科技		148.62①				26.184	6.656	78.330	68.340								20150331一季报	68.340	15410	造纸印刷	148.62①	78.330	68.340						75.50					2590564	1163429
2165	'002682'	龙洲股份		177.65①				15.069	5.061	0.220	-5.100	2.000							20150331一季报	-5.100	14334		177.65①	0.220	-5.100						35.53					739024	509298
2166	'002683'	宏大爆破		126.71①				24.815	8.288	-20.440	-20.190								20150331一季报	-20.190	10401		126.71①	-20.440	-20.190						35.48					865570	369018
2167	'002684'	猛狮科技		2433.72①				15.379	3.020	127.080	19.320	61.000							20150331一季报	19.320	11314	造纸印刷	2433.72①	127.080	19.320						41.86					1161759	473602
2168	'002685'	华东重机		1203.66①				8.332	1.416	75.050	130.530	40.000							20150331一季报	130.530	27860	造纸印刷	1203.66①	75.050	130.530						19.74					1105440	549956
2169	'002686'	亿利达  		128.70①				34.411	2.932	34.770	17.500								20150331一季报	17.500	6801	造纸印刷	128.70①	34.770	17.500						25.74					700154	175058
2170	'002687'	乔治白  		122.27①				47.300	2.637	-6.890	10.950								20150331一季报	10.950	10640	纺织服装	122.27①	-6.890	10.950						12.52					444275	133212
2171	'002688'	金河生物		45.00①				25.318	4.372	11.170	69.530								20150331一季报	69.530	11044	木材家具	45.00①	11.170	69.530						19.80					431323	218680
2172	'002689'	博林特  		-162.72①				33.897	1.268	-0.220	-5.710	0.000							20150331一季报	-5.710	30771	造纸印刷	-162.72①	-0.220	-5.710						29.55					2843758	909293
2173	'002690'	美亚光电		318.64①				57.848	2.461	-16.460	-4.080								20150331一季报	-4.080	22295	造纸印刷	318.64①	-16.460	-4.080						60.67					4101292	1352607
2174	'002691'	石中装备		161.83①				48.055	4.156	-24.550	-19.010	632.000							20150331一季报	-19.010	6609	造纸印刷	161.83①	-24.550	-19.010						19.42					388400	128346
2175	'002692'	远程电缆		79.29①				15.677	4.022	19.860	16.340								20150331一季报	16.340	10793	造纸印刷	79.29①	19.860	16.340						22.20					724675	239595
2176	'002693'	双成药业		486.25①				55.982	2.152	-20.730	17.490								20150331一季报	17.490	20057	木材家具	486.25①	-20.730	17.490						19.45					815316	390105
2177	'002694'	顾地科技		495.25①				18.430	3.007	-83.820	15.780	52.000							20150331一季报	15.780	12800	木材家具	495.25①	-83.820	15.780						19.81					684634	253576
2178	'002695'	煌上煌  		74.41①				29.280	11.654	-39.790	5.010								20150331一季报	5.010	4395	纺织服装	74.41①	-39.790	5.010						50.60					640892	222382
2179	'002696'	百洋股份		-63.96①				8.034	5.335	-357.750	42.900	2.000							20150331一季报	42.900	7991		-63.96①	-357.750	42.900						17.91					315216	143117
2180	'002697'	红旗连锁		57.88①				25.617	2.431	5.190	8.810	371.000							20150331一季报	8.810	30799		57.88①	5.190	8.810						13.89					1111200	427797
2181	'002698'	博实股份		140.29①				44.286	4.155	1.590	-3.140	10.000							20150331一季报	-3.140	10693	造纸印刷	140.29①	1.590	-3.140						72.95					2925295	780054
2182	'002699'	美盛文化		376.50①				36.342	1.661	112.540	3.530								20150331一季报	3.530	13882		376.50①	112.540	3.530						30.12					1239137	418126
2183	'002700'	新疆浩源	21.27	78.66①	9.98%	64247	18.40%	46.036	1.791	19.070	30.770								20150331一季报	30.770	17215		78.66①	19.070	30.770		174056			1.86	20.29	100.00%	11310	26826	-	898502	366173
2184	'002701'	奥瑞金  		23.77①				32.482	3.681	34.750	22.570								20150331一季报	22.570	51858	造纸印刷	23.77①	34.750	22.570						25.98					2549532	1347281
2185	'002702'	海欣食品		-410.61①				33.038	2.771	-134.830	-7.370								20150331一季报	-7.370	12280	纺织服装	-410.61①	-134.830	-7.370						21.68					613110	266230
2186	'002703'	浙江世宝		218.85①				25.309	4.549	19.010	8.980								20150331一季报	8.980	1500	造纸印刷	218.85①	19.010	8.980						43.77					1382510	65655
2187	'002705'	新宝股份		72.07①				15.311	4.758	41.740	29.050								20150331一季报	29.050	10938	造纸印刷	72.07①	41.740	29.050						20.93					925109	228929
2188	'002706'	良信电器		85.71①				36.709	6.765	17.270	21.200								20150331一季报	21.200	3474	造纸印刷	85.71①	17.270	21.200						56.16					645807	195077
2189	'002707'	众信旅游		242.06①				9.792	6.813	48.320	45.840	5.000							20150331一季报	45.840	8219		242.06①	48.320	45.840						119.77					2496815	984388
2190	'002708'	光洋股份		59.63①				31.003	4.800	10.880	-7.980								20150331一季报	-7.980	5586	造纸印刷	59.63①	10.880	-7.980						23.85					443386	133238
2191	'002709'	天赐材料		112.25①				29.055	7.015	15.020	13.480								20150331一季报	13.480	5671	木材家具	112.25①	15.020	13.480						44.90					540655	254618
2192	'002711'	欧浦钢网		117.50①				15.610	8.477	-9.210	82.380								20150331一季报	82.380	4619		117.50①	-9.210	82.380						84.60					1269085	390754
2193	'002712'	思美传媒		99.70①				13.154	10.525	518.880	10.940	270.000							20150331一季报	10.940	2905		99.70①	518.880	10.940						72.86					641092	211675
2194	'002713'	东易日盛		-64.39①				30.856	3.159	-29.910	29.140	311.000							20150331一季报	29.140	6242		-64.39①	-29.910	29.140						68.30					1705321	426330
2195	'002714'	牧原股份		-228.13①				2.506	7.967	63.760	11.320								20150331一季报	11.320	7163		-228.13①	63.760	11.320						73.00					1766600	522868
2196	'002715'	登云股份		3052.08①				29.889	5.449	-94.150	-17.980	304.000							20150331一季报	-17.980	5211	造纸印刷	3052.08①	-94.150	-17.980						58.60					539120	305370
2197	'002716'	金贵银业		36.45①				9.121	8.351	-7.160	16.080	285.000							20150331一季报	16.080	12258	造纸印刷	36.45①	-7.160	16.080						30.62					700489	375334
2198	'002717'	岭南园林		64.00①				26.903	2.309	3.800	4.830	254.000							20150331一季报	4.830	15288		64.00①	3.800	4.830						18.51					602937	282978
2199	'002718'	友邦吊顶		229.46①				44.512	6.172	73.720	51.810								20150331一季报	51.810	2096	石油化工	229.46①	73.720	51.810						95.64					789604	200461
2200	'002719'	麦趣尔  		169.00①				40.981	9.941	46.890	4.280								20150331一季报	4.280	3380	纺织服装	169.00①	46.890	4.280						54.08					587969	182798
2201	'002721'	金一文化		112.00①				13.055	8.969	363.220	33.180	19.000							20150331一季报	33.180	7369	石油化工	112.00①	363.220	33.180						71.68					1548374	528193
2202	'002722'	金轮股份		141.54①				42.789	4.210	93.350	-5.890	34.000							20150331一季报	-5.890	4574	造纸印刷	141.54①	93.350	-5.890						39.63					531438	181274
2203	'002723'	金莱特  		113.73①				15.672	6.759	48.020	25.990	309.000							20150331一季报	25.990	3065	造纸印刷	113.73①	48.020	25.990						52.09					486260	159656
2204	'002724'	海洋王  		146.05①				71.016	3.717	-37.970	-16.420	134.000							20150331一季报	-16.420	5000	造纸印刷	146.05①	-37.970	-16.420						29.21					1168400	146050
2205	'002725'	跃岭股份		85.16①				22.266	5.307	-32.240	-12.820	317.000							20150331一季报	-12.820	5296	造纸印刷	85.16①	-32.240	-12.820						37.81					604960	200242
2206	'002726'	龙大肉食		98.08①				9.187	3.353	-15.720	14.010	205.000							20150331一季报	14.010	10918	纺织服装	98.08①	-15.720	14.010						29.62					1292854	323391
2207	'002727'	一心堂  		56.21①				40.435	7.749	16.000	15.490	180.000							20150331一季报	15.490	6510		56.21①	16.000	15.490						78.24					2036587	509342
2208	'002728'	台城制药		98.93①				45.679	7.563	-10.250	12.790	29.000							20150331一季报	12.790	2500	木材家具	98.93①	-10.250	12.790						83.10					831000	207750
2209	'002729'	好利来  		161.50①				43.242	5.639	-9.110	-12.280	168.000							20150331一季报	-12.280	1668	造纸印刷	161.50①	-9.110	-12.280						51.68					344602	86202
2210	'002730'	电光科技		356.42①				36.414	5.408	-14.520	-17.840	15.000							20150331一季报	-17.840	3667	造纸印刷	356.42①	-14.520	-17.840						42.77					627308	156838
2211	'002731'	萃华珠宝		49.76①				7.523	7.028	1498.160	-7.860	133.000							20150331一季报	-7.860	3768	石油化工	49.76①	1498.160	-7.860						37.82					569872	142506
2212	'002732'	燕塘乳业		137.25①				29.833	4.451	1.410	10.000	112.000							20150331一季报	10.000	3935	纺织服装	137.25①	1.410	10.000						38.43					604696	151222
2213	'002733'	雄韬股份		114.51①				14.210	5.341	22.840	18.920	115.000							20150331一季报	18.920	5100	造纸印刷	114.51①	22.840	18.920						41.36					843744	210936
2214	'002734'	利民股份		96.52①				23.230	5.516	7.040	13.990	78.000							20150331一季报	13.990	3250	木材家具	96.52①	7.040	13.990						41.93					545090	136273
2215	'002735'	王子新材		207.93①				17.239	5.468	27.540	2.020	112.000							20150331一季报	2.020	2000	木材家具	207.93①	27.540	2.020						58.22					465760	116440
2216	'002736'	国信证券		19.36①				67.887	4.415	242.630	169.560	86.000							20150331一季报	169.560	120000		19.36①	242.630	169.560						30.98					25403600	3717600
2217	'002737'	葵花药业		40.95①				58.650	15.760	14.940	16.870	100.000							20150331一季报	16.870	3650	木材家具	40.95①	14.940	16.870						95.00					1387000	346750
2218	'002738'	中矿资源		7989.71①				32.843	4.796	41.060	4.540	6.000							20150331一季报	4.540	3000		7989.71①	41.060	4.540						54.33					651960	162990
2219	'002739'	万达院线		102.04①				34.647	8.172	58.960	38.220	61.000							20150331一季报	38.220	6000		102.04①	58.960	38.220						244.89					13713840	1469340
2220	'002740'	爱迪尔  		138.10①				21.279	9.084	10.610	15.930	82.000							20150331一季报	15.930	2500	纺织服装	138.10①	10.610	15.930						66.29					662900	165725
2221	'002741'	光华科技		339.75①				25.517	5.836	25.630	20.690	62.000							20150331一季报	20.690	3000	木材家具	339.75①	25.630	20.690						67.95					815400	203850
2222	'002742'	三圣特材		74.95①				22.059	7.824	203.850	4.690	66.000							20150331一季报	4.690	3600	造纸印刷	74.95①	203.850	4.690						49.59					714096	178524
2223	'002743'	富煌钢构		594.25①				15.895	6.023	9.750	-5.370	9.000							20150331一季报	-5.370	3034	造纸印刷	594.25①	9.750	-5.370						47.54					576850	144236
2224	'002745'	木林森  		57.89①				26.240	5.484	2.420	15.490	66.000							20150331一季报	15.490	4450	造纸印刷	57.89①	2.420	15.490						48.63					2161604	216404
2225	'002746'	仙坛股份		553.50①				6.046	6.134	-15.890	19.120	4.000							20150331一季报	19.120	3985		553.50①	-15.890	19.120						44.28					705602	176456
2226	'002747'	埃斯顿  		670.56①				32.801	3.759	-12.260	-1.080	32.000							20150331一季报	-1.080	3000	石油化工	670.56①	-12.260	-1.080						107.29					1287480	321870
2227	'002748'	世龙实业		68.72①				17.227	7.888	-33.840	-10.800	48.000							20150331一季报	-10.800	3000	木材家具	68.72①	-33.840	-10.800						54.98					659760	164940
2228	'002749'	国光股份		36.30①				47.812	9.730	15.660	19.750	47.000							20150331一季报	19.750	1500	木材家具	36.30①	15.660	19.750						76.96					577200	115440
2229	'002750'	龙津药业		59.33①				67.721	9.025	33.550	19.570	42.000							20150331一季报	19.570	1675	木材家具	59.33①	33.550	19.570						69.79					465848	116898
2230	'002751'	易尚展示		395.61①				33.329	5.822	1.270	13.640	2.000							20150331一季报	13.640	1756	木材家具	395.61①	1.270	13.640						111.72					784721	196180
2231	'002752'	昇兴股份		276.87①				16.820	3.031	36.870	21.540	6.000							20150331一季报	21.540	6000	造纸印刷	276.87①	36.870	21.540						74.09					3111780	444540
2232	'002753'	永东股份		52.07				100.000	8.124	18.880	2.960	0.000							20141231年报	2.960	2470	木材家具	52.07	18.880	2.960						31.45					310412	77682
2233	'002755'	东方新星		41.13①				27.902	5.033	-7.420	-6.260	0.000							20150331一季报	-6.260	2534		41.13①	-7.420	-6.260						21.04					213219	53315
2234	'002756'	永兴特钢		59.16①				10.943	13.514	-6.280	-15.470	1.000							20150331一季报	-15.470	5000	造纸印刷	59.16①	-6.280	-15.470						61.01					1220200	305050
2235	'002757'	南兴装备						31.116	6.232	4.200	4.860	0.000							20150331一季报	4.860	2734	造纸印刷		4.200	4.860												
2236	'002758'	华通医药						10.929	8.794	13.360	6.770	0.000							20150331一季报	6.770	1400			13.360	6.770												
2237	'002759'	天际股份						33.112	5.535			0.000							20150331一季报		2400	造纸印刷															
2238	'300001'	特锐德  		168.70①				24.916	3.638	32.170	44.900	9.000							20150331一季报	44.900	38568	机械仪表	168.70①	32.170	44.900						74.23					2975139	2862903
2239	'300002'	神州泰岳		311.24①				32.246	3.681	-41.750	0.460	356.000							20150331一季报	0.460	75891	信息技术	311.24①	-41.750	0.460						37.10					4906661	2815539
2240	'300003'	乐普医疗		81.49①				52.478	4.026	37.320	72.760								20150331一季报	72.760	68611	机械仪表	81.49①	37.320	72.760						51.57					4187484	3538252
2241	'300004'	南风股份		651.69①				32.770	11.810	12.470	86.330								20150331一季报	86.330	13831	机械仪表	651.69①	12.470	86.330						104.27					2654813	1442129
2242	'300005'	探路者  		54.88①				50.959	2.618	21.420	20.790								20150331一季报	20.790	34746	商业贸易	54.88①	21.420	20.790						40.35					2071798	1402015
2243	'300006'	莱美药业		595.58①				34.082	4.950	127.210	51.310								20150331一季报	51.310	13526	生物医药	595.58①	127.210	51.310						71.47					1442220	966704
2244	'300007'	汉威电子		325.00①				43.340	7.937	40.720	92.750								20150331一季报	92.750	8317	机械仪表	325.00①	40.720	92.750						104.00					1523719	864950
2245	'300008'	上海佳豪		172.40①				12.146	3.322	96.650	153.960								20150331一季报	153.960	17216	社会服务	172.40①	96.650	153.960						17.24					430951	296808
2246	'300009'	安科生物		134.02①				69.896	1.906	31.780	37.090	52.000							20150331一季报	37.090	24510	生物医药	134.02①	31.780	37.090						33.13					1250547	812014
2247	'300010'	立思辰  		-400.67①				29.251	1.998	-379.240	29.410	230.000							20150331一季报	29.410	40201	信息技术	-400.67①	-379.240	29.410						41.99					2715507	1688044
2248	'300011'	鼎汉技术		237.78①				47.332	3.484	183.760	43.550	546.000							20150331一季报	43.550	34357	机械仪表	237.78①	183.760	43.550						55.45					2908941	1905076
2249	'300012'	华测检测		1437.50①				44.503	3.238	-73.280	38.400								20150331一季报	38.400	27358	社会服务	1437.50①	-73.280	38.400						46.00					1754140	1258454
2250	'300013'	新宁物流		1920.42①				29.221	1.888	91.140	2.470	55.000							20150331一季报	2.470	18000	交通仓储	1920.42①	91.140	2.470						46.09					829620	829620
2251	'300014'	亿纬锂能		133.50①				30.694	2.512	0.530	45.790								20150331一季报	45.790	31203	电子	133.50①	0.530	45.790						37.38					1488776	1166365
2252	'300015'	爱尔眼科		163.52①				44.063	2.062	33.810	25.540								20150331一季报	25.540	77944	社会服务	163.52①	33.810	25.540						58.41					5738367	4552718
2253	'300016'	北陆药业		249.20①				74.288	2.012	28.900	47.570								20150331一季报	47.570	24856	生物医药	249.20①	28.900	47.570						65.49					2037589	1627842
2254	'300017'	网宿科技		72.77①				43.692	2.470	61.740	32.720								20150331一季报	32.720	49489	信息技术	72.77①	61.740	32.720						54.61					3813070	2702598
2255	'300018'	中元华电		669.38①				57.473	3.850	-9.260	-14.600	40.000							20150331一季报	-14.600	15311	机械仪表	669.38①	-9.260	-14.600						53.55					1044225	819897
2256	'300019'	硅宝科技		164.68①				30.914	1.739	15.410	27.730								20150331一季报	27.730	21627	石油化工	164.68①	15.410	27.730						23.78					776179	514298
2257	'300020'	银江股份		151.69①				24.607	3.048	48.100	14.840								20150331一季报	14.840	57093	信息技术	151.69①	48.100	14.840						43.08					2627603	2459562
2258	'300021'	大禹节水		616.50①				35.456	1.729	3.750	2.420								20150331一季报	2.420	16771	机械仪表	616.50①	3.750	2.420						24.66					687028	413574
2259	'300022'	吉峰农机		2565.79①				17.694	0.217	102.970	-37.070	21.000							20150331一季报	-37.070	31994	机械仪表	2565.79①	102.970	-37.070						19.50					696930	623889
2260	'300023'	宝德股份		1250.25①				64.326	3.789	-45.880	-40.300								20150331一季报	-40.300	5005	机械仪表	1250.25①	-45.880	-40.300						50.01					450090	250276
2261	'300024'	机器人  		391.38①				32.198	3.056	11.020	16.060	10.000							20150331一季报	16.060	63415	机械仪表	391.38①	11.020	16.060						125.24					8201366	7942090
2262	'300025'	华星创业		442.75①				27.977	3.478	-33.650	50.770	1.000							20150331一季报	50.770	13894	信息技术	442.75①	-33.650	50.770						35.42					758928	492142
2263	'300026'	红日药业		61.66①				82.409	3.641	6.110	20.810								20150331一季报	20.810	63734	生物医药	61.66①	6.110	20.810						23.85					2174004	1520067
2264	'300027'	华谊兄弟		60.44①				59.687	4.715	-33.800	207.550	407.000							20150331一季报	207.550	87435	文化传播	60.44①	-33.800	207.550						48.35					6007723	4227495
2265	'300028'	金亚科技		481.33①				22.595	2.373	231.770	-36.760	16.000							20150331一季报	-36.760	20907	信息技术	481.33①	231.770	-36.760						57.76					1538207	1207591
2266	'300029'	天龙光电		315.44①				23.637	2.999	172.850	-12.120								20150331一季报	-12.120	19346	机械仪表	315.44①	172.850	-12.120						23.09					461800	446692
2267	'300030'	阳普医疗		283.17①				45.825	2.463	21.320	18.350	36.000							20150331一季报	18.350	24160	机械仪表	283.17①	21.320	18.350						33.98					1005808	820941
2268	'300031'	宝通带业		75.64①				34.119	2.819	5.960	17.570								20150331一季报	17.570	22285	石油化工	75.64①	5.960	17.570						22.45					673500	500290
2269	'300032'	金龙机电		58.55①				26.751	2.843	5667.600	460.580								20150331一季报	460.580	54485	电子	58.55①	5667.600	460.580						36.72					2482052	2000675
2270	'300033'	同花顺  		216.46①				82.704	2.302	1126.890	149.580	0.000							20150331一季报	149.580	26200	信息技术	216.46①	1126.890	149.580						109.01					5860378	2856041
2271	'300034'	钢研高纳		202.27①				34.567	3.556	6.150	8.340	1295.000							20150331一季报	8.340	31960	金属材料	202.27①	6.150	8.340						51.70					1654467	1652354
2272	'300035'	中科电气		136.91①				45.906	3.670	-30.110	-37.760								20150331一季报	-37.760	15516	机械仪表	136.91①	-30.110	-37.760						17.36					405970	269357
2273	'300036'	超图软件		-1585.92①				63.945	3.231	-427.750	12.180	17.000							20150331一季报	12.180	15161	信息技术	-1585.92①	-427.750	12.180						55.19					1081147	836727
2274	'300037'	新宙邦  		187.31①				36.027	7.916	-61.060	3.500								20150331一季报	3.500	10528	石油化工	187.31①	-61.060	3.500						50.20					906746	528490
2275	'300038'	梅泰诺  		422.36①				33.763	6.638	11.940	-4.160	1.000							20150331一季报	-4.160	10807	信息技术	422.36①	11.940	-4.160						59.13					949920	639017
2276	'300039'	上海凯宝		35.57①				84.346	2.222	11.480	10.140								20150331一季报	10.140	60823	生物医药	35.57①	11.480	10.140						15.24					1268713	926936
2277	'300040'	九洲电气		-139.75①				25.838	4.239	-315.560	-3.900	570.000							20150331一季报	-3.900	19845	机械仪表	-139.75①	-315.560	-3.900						11.18					310580	221865
2278	'300041'	回天新材		44.80①				33.545	6.463	7.140	36.920								20150331一季报	36.920	12850	石油化工	44.80①	7.140	36.920						33.35					563465	428546
2279	'300042'	朗科科技		237.69①				14.075	6.266	-39.530	181.830								20150331一季报	181.830	9072	信息技术	237.69①	-39.530	181.830						36.89					492850	334666
2280	'300043'	互动娱乐		62.69①				44.211	1.558	439.670	-45.960	289.000							20150331一季报	-45.960	77085	造纸印刷	62.69①	439.670	-45.960						18.43					2293058	1420674
2281	'300044'	赛为智能		685.53①				17.412	2.919	-82.410	-34.590	1.000							20150331一季报	-34.590	14761	信息技术	685.53①	-82.410	-34.590						43.60					975140	643590
2282	'300045'	华力创通		789.08①				57.004	1.505	384.750	13.350								20150331一季报	13.350	32558	信息技术	789.08①	384.750	13.350						27.46					1504149	894040
2283	'300046'	台基股份		195.74①				31.782	5.395	-18.740	-16.650								20150331一季报	-16.650	12269	电子	195.74①	-18.740	-16.650						34.45					489466	422667
2284	'300047'	天源迪科		-78.97①				14.085	3.773	-742.420	30.430								20150331一季报	30.430	24030	信息技术	-78.97①	-742.420	30.430						23.47					757501	563975
2285	'300048'	合康变频		336.50①				36.970	4.507	-74.500	-13.030								20150331一季报	-13.030	31153	机械仪表	336.50①	-74.500	-13.030						13.46					455143	419324
2286	'300049'	福瑞股份		433.54①				64.336	6.415	44.520	-8.860								20150331一季报	-8.860	11119	生物医药	433.54①	44.520	-8.860						104.05					1352151	1156931
2287	'300050'	世纪鼎利		88.19①				41.881	7.880	476.330	53.230								20150331一季报	53.230	13388	信息技术	88.19①	476.330	53.230						28.22					703968	377817
2288	'300051'	三五互联		-542.05①				61.234	1.538	-751.410	-16.170	461.000							20150331一季报	-16.170	20581	信息技术	-542.05①	-751.410	-16.170						23.85					765585	490866
2289	'300052'	中青宝  		536.63①				57.639	3.574	-19.270	-34.180								20150331一季报	-34.180	26000	信息技术	536.63①	-19.270	-34.180						42.93					1116180	1116180
2290	'300053'	欧比特  		825.00①				46.575	3.283	-47.930	45.790	37.000							20150331一季报	45.790	16558	电子	825.00①	-47.930	45.790						66.00					1320000	1092859
2291	'300054'	鼎龙股份		72.79①				34.981	2.698	40.270	39.560								20150331一季报	39.560	29369	石油化工	72.79①	40.270	39.560						24.75					1091139	726873
